Subject,Block,WaitTime,Accuracy
16154,2,short,0.7142857142857143
16154,2,medium,1
16154,2,long,1
16154,3,none,1
16154,3,short,1
16154,3,medium,1
16154,3,long,0.7142857142857143
16157,1,none,1
16157,1,short,1
16157,1,medium,0.8571428571428571
16157,1,long,0.7142857142857143
16157,2,none,1
16157,2,short,1
16157,2,medium,1
16157,2,long,0.8571428571428571
16157,3,none,1
16157,3,short,1
16157,3,medium,1
16157,3,long,0.8571428571428571
16158,1,none,1
16158,1,short,0.8571428571428571
16158,1,medium,1
16158,1,long,1
16158,2,none,1
16158,2,short,1
16158,2,medium,0.8571428571428571
16158,2,long,1
16158,3,none,1
16158,3,short,1
16158,3,medium,1
16158,3,long,0.8571428571428571
16159,1,none,1
16159,1,short,1
16159,1,medium,1
16159,1,long,1
16159,2,none,1
16159,2,short,1
16159,2,medium,1
16159,2,long,1
16159,3,none,1
16159,3,short,1
16159,3,medium,1
16159,3,long,0.8571428571428571
16160,1,none,0
16160,1,short,1
16160,1,medium,0.7142857142857143
16160,1,long,0.7142857142857143
16160,2,none,1
16160,2,short,0.8571428571428571
16160,2,medium,1
16160,2,long,0.7142857142857143
16160,3,none,1
16160,3,short,0.7142857142857143
16160,3,medium,0.7142857142857143
16160,3,long,0.5714285714285714
16161,1,none,1
16161,1,short,1
16161,1,medium,1
16161,1,long,1
16161,2,none,1
16161,2,short,0.8571428571428571
16161,2,medium,0.8571428571428571
16161,2,long,0.8571428571428571
16161,3,none,1
16161,3,short,1
16161,3,medium,0.8571428571428571
16161,3,long,0.8571428571428571
16163,1,none,1
16163,1,short,1
16163,1,medium,0.8571428571428571
16163,1,long,0.8571428571428571
16163,2,none,1
16163,2,short,1
16163,2,medium,0.8571428571428571
16163,2,long,0.8571428571428571
16163,3,none,1
16163,3,short,1
16163,3,medium,0.8571428571428571
16163,3,long,0.7142857142857143
16165,1,none,1
16165,1,short,1
16165,1,medium,0.8571428571428571
16165,1,long,0.8571428571428571
16165,2,none,1
16165,2,short,1
16165,2,medium,0.7142857142857143
16165,2,long,0.7142857142857143
16165,3,none,1
16165,3,short,0.7142857142857143
16165,3,medium,0.7142857142857143
16165,3,long,0.8571428571428571
16167,1,none,1
16167,1,short,0.8571428571428571
16167,1,medium,0.8571428571428571
16167,1,long,0.8571428571428571
16167,2,none,0
16167,2,short,0.7142857142857143
16167,2,medium,1
16167,2,long,0.7142857142857143
16167,3,none,0
16167,3,short,0.5714285714285714
16167,3,medium,0.5714285714285714
16167,3,long,0.5714285714285714
16169,1,none,1
16169,1,short,1
16169,1,medium,1
16169,1,long,0.8571428571428571
16169,2,none,1
16169,2,short,1
16169,2,medium,1
16169,2,long,1
16169,3,none,1
16169,3,short,1
16169,3,medium,1
16169,3,long,1
16170,1,none,1
16170,1,short,1
16170,1,medium,1
16170,1,long,1
16170,2,none,1
16170,2,short,1
16170,2,medium,1
16170,2,long,1
16170,3,none,1
16170,3,short,1
16170,3,medium,1
16170,3,long,1
16171,1,none,1
16171,1,short,1
16171,1,medium,1
16171,1,long,1
16171,2,none,1
16171,2,short,1
16171,2,medium,1
16171,2,long,1
16171,3,none,1
16171,3,short,1
16171,3,medium,1
16171,3,long,1
16172,1,none,1
16172,1,short,1
16172,1,medium,0.8571428571428571
16172,1,long,0.8571428571428571
16172,2,none,1
16172,2,short,1
16172,2,medium,1
16172,2,long,1
16172,3,none,1
16172,3,short,1
16172,3,medium,1
16172,3,long,1
16173,1,none,1
16173,1,short,1
16173,1,medium,1
16173,1,long,0.8571428571428571
16173,2,none,1
16173,2,short,1
16173,2,medium,1
16173,2,long,1
16173,3,none,1
16173,3,short,1
16173,3,medium,0.8571428571428571
16173,3,long,1
16175,1,none,1
16175,1,short,1
16175,1,medium,1
16175,1,long,1
16175,2,none,1
16175,2,short,1
16175,2,medium,1
16175,2,long,1
16175,3,none,1
16175,3,short,1
16175,3,medium,1
16175,3,long,1
16178,1,none,0
16178,1,short,1
16178,1,medium,0.8571428571428571
16178,1,long,1
16178,2,none,1
16178,2,short,1
16178,2,medium,1
16178,2,long,0.7142857142857143
16178,3,none,1
16178,3,short,1
16178,3,medium,0.8571428571428571
16178,3,long,1
16179,1,none,1
16179,1,short,1
16179,1,medium,1
16179,1,long,1
16179,2,none,1
16179,2,short,1
16179,2,medium,1
16179,2,long,1
16179,3,none,1
16179,3,short,1
16179,3,medium,1
16179,3,long,1
16181,1,none,0
16181,1,short,1
16181,1,medium,0.8571428571428571
16181,1,long,0.8571428571428571
16181,2,none,1
16181,2,short,0.8571428571428571
16181,2,medium,0.8571428571428571
16181,2,long,0.7142857142857143
16181,3,none,0
16181,3,short,1
16181,3,medium,1
16181,3,long,1
16183,1,none,1
16183,1,short,0.8571428571428571
16183,1,medium,0.5714285714285714
16183,1,long,0.5714285714285714
16183,2,none,1
16183,2,short,0.8571428571428571
16183,2,medium,0.7142857142857143
16183,2,long,0.2857142857142857
16183,3,none,1
16183,3,short,0.7142857142857143
16183,3,medium,0.5714285714285714
16183,3,long,0.5714285714285714
16184,1,none,1
16184,1,short,0.5714285714285714
16184,1,medium,0.8571428571428571
16184,1,long,0.7142857142857143
16184,2,none,1
16184,2,short,0.7142857142857143
16184,2,medium,1
16184,2,long,0.42857142857142855
16184,3,none,1
16184,3,short,0.7142857142857143
16184,3,medium,0.7142857142857143
16184,3,long,0.5714285714285714
16185,1,none,1
16185,1,short,0.7142857142857143
16185,1,medium,0.7142857142857143
16185,1,long,0.7142857142857143
16185,2,none,1
16185,2,short,1
16185,2,medium,0.8571428571428571
16185,2,long,0.7142857142857143
16185,3,none,1
16185,3,short,1
16185,3,medium,1
16185,3,long,0.7142857142857143
16187,1,none,1
16187,1,short,0.8571428571428571
16187,1,medium,1
16187,1,long,0.8571428571428571
16187,2,none,1
16187,2,short,1
16187,2,medium,1
16187,2,long,1
16187,3,none,1
16187,3,short,0.8571428571428571
16187,3,medium,1
16187,3,long,0.7142857142857143
16188,1,none,1
16188,1,short,1
16188,1,medium,1
16188,1,long,1
16188,2,none,1
16188,2,short,1
16188,2,medium,1
16188,2,long,1
16188,3,none,1
16188,3,short,1
16188,3,medium,1
16188,3,long,0.8571428571428571
16189,1,none,1
16189,1,short,1
16189,1,medium,1
16189,1,long,1
16189,2,none,1
16189,2,short,0.8571428571428571
16189,2,medium,0.5714285714285714
16189,2,long,0.7142857142857143
16189,3,none,1
16189,3,short,0.5714285714285714
16189,3,medium,0.5714285714285714
16189,3,long,0.42857142857142855
16190,1,none,1
16190,1,short,1
16190,1,medium,1
16190,1,long,1
16190,2,none,1
16190,2,short,1
16190,2,medium,1
16190,2,long,1
16190,3,none,1
16190,3,short,1
16190,3,medium,1
16190,3,long,1
16191,1,none,1
16191,1,short,0.8571428571428571
16191,1,medium,1
16191,1,long,0.7142857142857143
16191,2,none,1
16191,2,short,0.8571428571428571
16191,2,medium,1
16191,2,long,1
16191,3,none,1
16191,3,short,1
16191,3,medium,0.8571428571428571
16191,3,long,0.8571428571428571
16192,1,none,1
16192,1,short,1
16192,1,medium,1
16192,1,long,1
16192,2,none,1
16192,2,short,1
16192,2,medium,1
16192,2,long,1
16192,3,none,1
16192,3,short,1
16192,3,medium,0.8571428571428571
16192,3,long,1
16193,1,none,1
16193,1,short,0.8571428571428571
16193,1,medium,1
16193,1,long,0.8571428571428571
16193,2,none,1
16193,2,short,0.7142857142857143
16193,2,medium,1
16193,2,long,0.8571428571428571
16193,3,none,1
16193,3,short,0.8571428571428571
16193,3,medium,0.7142857142857143
16193,3,long,1
16194,1,none,1
16194,1,short,0.8571428571428571
16194,1,medium,1
16194,1,long,1
16194,2,none,1
16194,2,short,1
16194,2,medium,0.8571428571428571
16194,2,long,0.8571428571428571
16194,3,none,1
16194,3,short,1
16194,3,medium,0.8571428571428571
16194,3,long,0.8571428571428571
16197,1,none,1
16197,1,short,0.8571428571428571
16197,1,medium,1
16197,1,long,0.7142857142857143
16197,2,none,1
16197,2,short,1
16197,2,medium,1
16197,2,long,0.7142857142857143
16197,3,none,1
16197,3,short,0.8571428571428571
16197,3,medium,0.42857142857142855
16197,3,long,0.7142857142857143
16198,1,none,1
16198,1,short,1
16198,1,medium,1
16198,1,long,1
16198,2,none,1
16198,2,short,1
16198,2,medium,1
16198,2,long,1
16198,3,none,1
16198,3,short,1
16198,3,medium,1
16198,3,long,1
16200,1,none,1
16200,1,short,1
16200,1,medium,1
16200,1,long,0.7142857142857143
16200,2,none,1
16200,2,short,1
16200,2,medium,1
16200,2,long,0.8571428571428571
16200,3,none,1
16200,3,short,1
16200,3,medium,0.5714285714285714
16200,3,long,0.8571428571428571
16203,1,none,1
16203,1,short,0.8571428571428571
16203,1,medium,0.8571428571428571
16203,1,long,0.7142857142857143
16203,2,none,1
16203,2,short,1
16203,2,medium,0.8571428571428571
16203,2,long,0.8571428571428571
16203,3,none,1
16203,3,short,0.7142857142857143
16203,3,medium,0.42857142857142855
16203,3,long,0.42857142857142855
16204,1,none,1
16204,1,short,1
16204,1,medium,0.8571428571428571
16204,1,long,0.8571428571428571
16204,2,none,1
16204,2,short,0.8571428571428571
16204,2,medium,0.7142857142857143
16204,2,long,1
16204,3,none,0
16204,3,short,1
16204,3,medium,0.8571428571428571
16204,3,long,0.5714285714285714
16205,1,none,0
16205,1,short,1
16205,1,medium,1
16205,1,long,0.7142857142857143
16205,2,none,1
16205,2,short,0.8571428571428571
16205,2,medium,1
16205,2,long,0.8571428571428571
16205,3,none,1
16205,3,short,1
16205,3,medium,0.7142857142857143
16205,3,long,0.8571428571428571
16206,1,none,1
16206,1,short,1
16206,1,medium,1
16206,1,long,1
16206,2,none,1
16206,2,short,1
16206,2,medium,1
16206,2,long,1
16206,3,none,1
16206,3,short,1
16206,3,medium,1
16206,3,long,1
16207,1,none,1
16207,1,short,1
16207,1,medium,1
16207,1,long,0.8571428571428571
16207,2,none,1
16207,2,short,1
16207,2,medium,1
16207,2,long,1
16207,3,none,1
16207,3,short,1
16207,3,medium,0.7142857142857143
16207,3,long,1
16208,1,none,0
16208,1,short,1
16208,1,medium,1
16208,1,long,0.8571428571428571
16208,2,none,1
16208,2,short,1
16208,2,medium,0.8571428571428571
16208,2,long,0.8571428571428571
16208,3,none,1
16208,3,short,1
16208,3,medium,1
16208,3,long,0.8571428571428571
16209,1,none,1
16209,1,short,1
16209,1,medium,0.8571428571428571
16209,1,long,0.7142857142857143
16209,2,none,1
16209,2,short,1
16209,2,medium,0.8571428571428571
16209,2,long,1
16209,3,none,1
16209,3,short,1
16209,3,medium,0.7142857142857143
16209,3,long,1
16210,1,none,1
16210,1,short,0.8571428571428571
16210,1,medium,1
16210,1,long,1
16210,2,none,1
16210,2,short,1
16210,2,medium,1
16210,2,long,1
16210,3,none,0
16210,3,short,1
16210,3,medium,1
16210,3,long,1
16211,1,none,1
16211,1,short,0.7142857142857143
16211,1,medium,0.8571428571428571
16211,1,long,0.5714285714285714
16211,2,none,1
16211,2,short,0.8571428571428571
16211,2,medium,1
16211,2,long,0.8571428571428571
16211,3,none,1
16211,3,short,0.8571428571428571
16211,3,medium,0.7142857142857143
16211,3,long,0.7142857142857143
16212,1,none,1
16212,1,short,0.5714285714285714
16212,1,medium,0.42857142857142855
16212,1,long,0.42857142857142855
16212,2,none,0
16212,2,short,0.5714285714285714
16212,2,medium,0.2857142857142857
16212,2,long,0.42857142857142855
16212,3,none,1
16212,3,short,0.7142857142857143
16212,3,medium,0.8571428571428571
16212,3,long,0.42857142857142855
16215,1,none,1
16215,1,short,1
16215,1,medium,1
16215,1,long,0.8571428571428571
16215,2,none,1
16215,2,short,0.8571428571428571
16215,2,medium,1
16215,2,long,0.8571428571428571
16215,3,none,1
16215,3,short,1
16215,3,medium,0.7142857142857143
16215,3,long,0.8571428571428571
16216,1,none,1
16216,1,short,1
16216,1,medium,1
16216,1,long,1
16216,2,none,1
16216,2,short,0.7142857142857143
16216,2,medium,1
16216,2,long,1
16216,3,none,1
16216,3,short,1
16216,3,medium,1
16216,3,long,0.8571428571428571
16217,1,none,1
16217,1,short,0.8571428571428571
16217,1,medium,0.8571428571428571
16217,1,long,0.5714285714285714
16217,2,none,1
16217,2,short,0.5714285714285714
16217,2,medium,1
16217,2,long,0.42857142857142855
16217,3,none,1
16217,3,short,0.42857142857142855
16217,3,medium,0.7142857142857143
16217,3,long,0.2857142857142857
16219,1,none,1
16219,1,short,0.7142857142857143
16219,1,medium,0.8571428571428571
16219,1,long,0.5714285714285714
16219,2,none,1
16219,2,short,0.7142857142857143
16219,2,medium,0.8571428571428571
16219,2,long,0.5714285714285714
16219,3,none,1
16219,3,short,0.5714285714285714
16219,3,medium,0.7142857142857143
16219,3,long,1
16220,1,none,1
16220,1,short,1
16220,1,medium,1
16220,1,long,1
16220,2,none,1
16220,2,short,1
16220,2,medium,1
16220,2,long,0.7142857142857143
16220,3,none,1
16220,3,short,1
16220,3,medium,0.8571428571428571
16220,3,long,0.8571428571428571
16221,1,none,1
16221,1,short,1
16221,1,medium,0.8571428571428571
16221,1,long,0.7142857142857143
16221,2,none,1
16221,2,short,0.7142857142857143
16221,2,medium,0.8571428571428571
16221,2,long,0.8571428571428571
16221,3,none,1
16221,3,short,1
16221,3,medium,0.42857142857142855
16221,3,long,0.5714285714285714
16226,1,none,1
16226,1,short,1
16226,1,medium,1
16226,1,long,1
16226,2,none,1
16226,2,short,1
16226,2,medium,0.5714285714285714
16226,2,long,0.8571428571428571
16226,3,none,1
16226,3,short,1
16226,3,medium,0.7142857142857143
16226,3,long,0.5714285714285714
16227,1,none,1
16227,1,short,1
16227,1,medium,1
16227,1,long,1
16227,2,none,1
16227,2,short,0.7142857142857143
16227,2,medium,1
16227,2,long,0.8571428571428571
16227,3,none,1
16227,3,short,1
16227,3,medium,1
16227,3,long,0.5714285714285714
16230,1,none,1
16230,1,short,0.8571428571428571
16230,1,medium,0.7142857142857143
16230,1,long,1
16230,2,none,1
16230,2,short,1
16230,2,medium,1
16230,2,long,1
16230,3,none,1
16230,3,short,1
16230,3,medium,1
16230,3,long,1
16232,1,none,1
16232,1,short,0.8571428571428571
16232,1,medium,0.8571428571428571
16232,1,long,0.8571428571428571
16232,2,none,1
16232,2,short,0.8571428571428571
16232,2,medium,1
16232,2,long,0.8571428571428571
16232,3,none,1
16232,3,short,0.8571428571428571
16232,3,medium,0.8571428571428571
16232,3,long,1
16233,1,none,1
16233,1,short,1
16233,1,medium,0.8571428571428571
16233,1,long,1
16233,2,none,1
16233,2,short,1
16233,2,medium,1
16233,2,long,0.8571428571428571
16233,3,none,1
16233,3,short,1
16233,3,medium,0.8571428571428571
16233,3,long,0.8571428571428571
16234,1,none,1
16234,1,short,1
16234,1,medium,1
16234,1,long,1
16234,2,none,1
16234,2,short,1
16234,2,medium,1
16234,2,long,1
16234,3,none,1
16234,3,short,1
16234,3,medium,0.8571428571428571
16234,3,long,1
16236,1,none,1
16236,1,short,1
16236,1,medium,1
16236,1,long,1
16236,2,none,1
16236,2,short,0.8571428571428571
16236,2,medium,0.8571428571428571
16236,2,long,0.7142857142857143
16236,3,none,0
16236,3,short,0.7142857142857143
16236,3,medium,0.7142857142857143
16236,3,long,0.7142857142857143
16238,1,none,1
16238,1,short,0.7142857142857143
16238,1,medium,1
16238,1,long,0.8571428571428571
16238,2,none,1
16238,2,short,0.8571428571428571
16238,2,medium,1
16238,2,long,1
16238,3,none,1
16238,3,short,1
16238,3,medium,1
16238,3,long,1
16240,1,none,1
16240,1,short,1
16240,1,medium,1
16240,1,long,1
16240,2,none,1
16240,2,short,1
16240,2,medium,1
16240,2,long,1
16240,3,none,1
16240,3,short,1
16240,3,medium,0.8571428571428571
16240,3,long,0.7142857142857143
16242,1,none,1
16242,1,short,1
16242,1,medium,0.8571428571428571
16242,1,long,0.5714285714285714
16242,2,none,1
16242,2,short,0.8571428571428571
16242,2,medium,0.8571428571428571
16242,2,long,0.7142857142857143
16242,3,none,1
16242,3,short,1
16242,3,medium,0.5714285714285714
16242,3,long,0.2857142857142857
16243,1,none,1
16243,1,short,1
16243,1,medium,1
16243,1,long,1
16243,2,none,1
16243,2,short,1
16243,2,medium,1
16243,2,long,1
16243,3,none,1
16243,3,short,1
16243,3,medium,0.7142857142857143
16243,3,long,1
16244,1,none,1
16244,1,short,1
16244,1,medium,1
16244,1,long,1
16244,2,none,1
16244,2,short,1
16244,2,medium,1
16244,2,long,1
16244,3,none,1
16244,3,short,1
16244,3,medium,1
16244,3,long,1
16245,1,none,1
16245,1,short,1
16245,1,medium,1
16245,1,long,0.7142857142857143
16245,2,none,1
16245,2,short,1
16245,2,medium,1
16245,2,long,1
16245,3,none,1
16245,3,short,1
16245,3,medium,1
16245,3,long,0.8571428571428571
16247,1,none,1
16247,1,short,0.8571428571428571
16247,1,medium,1
16247,1,long,1
16247,2,none,1
16247,2,short,1
16247,2,medium,0.5714285714285714
16247,2,long,0.7142857142857143
16247,3,none,1
16247,3,short,1
16247,3,medium,1
16247,3,long,1
16248,1,none,1
16248,1,short,1
16248,1,medium,1
16248,1,long,1
16248,2,none,1
16248,2,short,1
16248,2,medium,1
16248,2,long,1
16248,3,none,1
16248,3,short,1
16248,3,medium,0.8571428571428571
16248,3,long,1
16250,1,none,1
16250,1,short,1
16250,1,medium,0.8571428571428571
16250,1,long,1
16250,2,none,1
16250,2,short,1
16250,2,medium,1
16250,2,long,0.8571428571428571
16250,3,none,1
16250,3,short,1
16250,3,medium,0.8571428571428571
16250,3,long,0.8571428571428571
16251,1,none,1
16251,1,short,1
16251,1,medium,1
16251,1,long,0.7142857142857143
16251,2,none,1
16251,2,short,0.7142857142857143
16251,2,medium,0.8571428571428571
16251,2,long,0.8571428571428571
16251,3,none,1
16251,3,short,0.7142857142857143
16251,3,medium,0.5714285714285714
16251,3,long,0.42857142857142855
16252,1,none,1
16252,1,short,1
16252,1,medium,1
16252,1,long,1
16252,2,none,1
16252,2,short,0.8571428571428571
16252,2,medium,1
16252,2,long,1
16252,3,none,1
16252,3,short,1
16252,3,medium,0.8571428571428571
16252,3,long,0.8571428571428571
16254,1,none,1
16254,1,short,1
16254,1,medium,0.8571428571428571
16254,1,long,0.7142857142857143
16254,2,none,1
16254,2,short,1
16254,2,medium,1
16254,2,long,1
16254,3,none,1
16254,3,short,1
16254,3,medium,1
16254,3,long,1
16256,1,none,1
16256,1,short,1
16256,1,medium,1
16256,1,long,1
16256,2,none,1
16256,2,short,1
16256,2,medium,1
16256,2,long,1
16256,3,none,1
16256,3,short,1
16256,3,medium,1
16256,3,long,1
16259,1,none,1
16259,1,short,1
16259,1,medium,1
16259,1,long,1
16259,2,none,1
16259,2,short,1
16259,2,medium,1
16259,2,long,1
16259,3,none,1
16259,3,short,1
16259,3,medium,0.7142857142857143
16259,3,long,1
16260,1,none,1
16260,1,short,1
16260,1,medium,1
16260,1,long,1
16260,2,none,1
16260,2,short,1
16260,2,medium,1
16260,2,long,1
16260,3,none,1
16260,3,short,1
16260,3,medium,1
16260,3,long,1
16264,1,none,1
16264,1,short,1
16264,1,medium,0.8571428571428571
16264,1,long,0.7142857142857143
16264,2,none,1
16264,2,short,1
16264,2,medium,1
16264,2,long,0.7142857142857143
16264,3,none,1
16264,3,short,1
16264,3,medium,1
16264,3,long,1
16265,1,none,1
16265,1,short,0.8571428571428571
16265,1,medium,1
16265,1,long,0.8571428571428571
16265,2,none,1
16265,2,short,0.8571428571428571
16265,2,medium,0.5714285714285714
16265,2,long,0.8571428571428571
16265,3,none,1
16265,3,short,0.7142857142857143
16265,3,medium,0.8571428571428571
16265,3,long,1
16267,1,none,1
16267,1,short,1
16267,1,medium,1
16267,1,long,1
16267,2,none,1
16267,2,short,1
16267,2,medium,0.8571428571428571
16267,2,long,0.8571428571428571
16267,3,none,1
16267,3,short,1
16267,3,medium,1
16267,3,long,1
16268,1,none,1
16268,1,short,1
16268,1,medium,1
16268,1,long,1
16268,2,none,1
16268,2,short,1
16268,2,medium,1
16268,2,long,1
16268,3,none,1
16268,3,short,1
16268,3,medium,1
16268,3,long,1
16270,1,none,1
16270,1,short,0.42857142857142855
16270,1,medium,0.42857142857142855
16270,1,long,0.2857142857142857
16270,2,none,1
16270,2,short,0.42857142857142855
16270,2,medium,0.7142857142857143
16270,2,long,0.42857142857142855
16270,3,none,1
16270,3,short,1
16270,3,medium,0.7142857142857143
16270,3,long,0.5714285714285714
16271,1,none,1
16271,1,short,1
16271,1,medium,0.8571428571428571
16271,1,long,0.8571428571428571
16271,2,none,1
16271,2,short,1
16271,2,medium,1
16271,2,long,1
16271,3,none,1
16271,3,short,0.8571428571428571
16271,3,medium,1
16271,3,long,0.8571428571428571
16272,1,none,1
16272,1,short,1
16272,1,medium,1
16272,1,long,0.8571428571428571
16272,2,none,1
16272,2,short,0.8571428571428571
16272,2,medium,0.8571428571428571
16272,2,long,0.8571428571428571
16272,3,none,1
16272,3,short,0.8571428571428571
16272,3,medium,0.8571428571428571
16272,3,long,0.8571428571428571
16273,1,none,1
16273,1,short,1
16273,1,medium,1
16273,1,long,1
16273,2,none,1
16273,2,short,1
16273,2,medium,1
16273,2,long,1
16273,3,none,1
16273,3,short,1
16273,3,medium,1
16273,3,long,0.5714285714285714
16274,1,none,1
16274,1,short,1
16274,1,medium,1
16274,1,long,1
16274,2,none,1
16274,2,short,1
16274,2,medium,0.8571428571428571
16274,2,long,0.7142857142857143
16274,3,none,1
16274,3,short,0.7142857142857143
16274,3,medium,0.8571428571428571
16274,3,long,0.42857142857142855
16277,1,none,1
16277,1,short,1
16277,1,medium,0.8571428571428571
16277,1,long,1
16277,2,none,1
16277,2,short,1
16277,2,medium,0.8571428571428571
16277,2,long,0.7142857142857143
16277,3,none,1
16277,3,short,1
16277,3,medium,0.42857142857142855
16277,3,long,0.2857142857142857
16278,1,none,1
16278,1,short,0.8571428571428571
16278,1,medium,1
16278,1,long,0.8571428571428571
16278,2,none,1
16278,2,short,0.8571428571428571
16278,2,medium,0.7142857142857143
16278,2,long,0.8571428571428571
16278,3,none,1
16278,3,short,1
16278,3,medium,1
16278,3,long,0.7142857142857143
16279,1,none,0
16279,1,short,1
16279,1,medium,1
16279,1,long,0.8571428571428571
16279,2,none,1
16279,2,short,0.8571428571428571
16279,2,medium,1
16279,2,long,1
16279,3,none,1
16279,3,short,1
16279,3,medium,0.8571428571428571
16279,3,long,1
16280,1,none,1
16280,1,short,0.8571428571428571
16280,1,medium,0.8571428571428571
16280,1,long,0.7142857142857143
16280,2,none,1
16280,2,short,0.8571428571428571
16280,2,medium,0.42857142857142855
16280,2,long,0.5714285714285714
16280,3,none,1
16280,3,short,1
16280,3,medium,0.7142857142857143
16280,3,long,0.7142857142857143
16281,1,none,1
16281,1,short,1
16281,1,medium,1
16281,1,long,0.7142857142857143
16281,2,none,1
16281,2,short,0.8571428571428571
16281,2,medium,0.5714285714285714
16281,2,long,0.8571428571428571
16281,3,none,1
16281,3,short,1
16281,3,medium,0.7142857142857143
16281,3,long,0.7142857142857143
16283,1,none,1
16283,1,short,1
16283,1,medium,1
16283,1,long,1
16283,2,none,1
16283,2,short,1
16283,2,medium,0.8571428571428571
16283,2,long,0.7142857142857143
16283,3,none,1
16283,3,short,1
16283,3,medium,1
16283,3,long,0.8571428571428571
16284,1,none,1
16284,1,short,1
16284,1,medium,0.8571428571428571
16284,1,long,0.7142857142857143
16284,2,none,1
16284,2,short,0.7142857142857143
16284,2,medium,0.7142857142857143
16284,2,long,0.5714285714285714
16284,3,none,1
16284,3,short,0.7142857142857143
16284,3,medium,0.5714285714285714
16284,3,long,0.5714285714285714
16285,1,none,1
16285,1,short,1
16285,1,medium,1
16285,1,long,1
16285,2,none,1
16285,2,short,1
16285,2,medium,1
16285,2,long,1
16285,3,none,1
16285,3,short,1
16285,3,medium,1
16285,3,long,1
16286,1,none,1
16286,1,short,1
16286,1,medium,0.8571428571428571
16286,1,long,1
16286,2,none,1
16286,2,short,0.7142857142857143
16286,2,medium,1
16286,2,long,1
16286,3,none,1
16286,3,short,0.8571428571428571
16286,3,medium,0.5714285714285714
16286,3,long,0.8571428571428571
16287,1,none,1
16287,1,short,0.8571428571428571
16287,1,medium,1
16287,1,long,0.8571428571428571
16287,2,none,1
16287,2,short,1
16287,2,medium,1
16287,2,long,0.8571428571428571
16287,3,none,1
16287,3,short,0.8571428571428571
16287,3,medium,1
16287,3,long,0.8571428571428571
16291,1,none,1
16291,1,short,0.8571428571428571
16291,1,medium,1
16291,1,long,0.5714285714285714
16291,2,none,1
16291,2,short,1
16291,2,medium,0.7142857142857143
16291,2,long,0.5714285714285714
16291,3,none,0
16291,3,short,0.7142857142857143
16291,3,medium,0.42857142857142855
16291,3,long,0.42857142857142855
16293,1,none,1
16293,1,short,0.5714285714285714
16293,1,medium,1
16293,1,long,0.2857142857142857
16293,2,none,0
16293,2,short,0.7142857142857143
16293,2,medium,0.7142857142857143
16293,2,long,0.5714285714285714
16293,3,none,1
16293,3,short,0.5714285714285714
16293,3,medium,0.5714285714285714
16293,3,long,0.7142857142857143
16294,1,none,1
16294,1,short,1
16294,1,medium,1
16294,1,long,1
16294,2,none,1
16294,2,short,1
16294,2,medium,1
16294,2,long,1
16294,3,none,1
16294,3,short,1
16294,3,medium,1
16294,3,long,1
16295,1,none,1
16295,1,short,1
16295,1,medium,1
16295,1,long,0.8571428571428571
16295,2,none,1
16295,2,short,0.8571428571428571
16295,2,medium,1
16295,2,long,0.7142857142857143
16295,3,none,1
16295,3,short,1
16295,3,medium,0.8571428571428571
16295,3,long,1
16296,1,none,1
16296,1,short,1
16296,1,medium,1
16296,1,long,1
16296,2,none,1
16296,2,short,1
16296,2,medium,1
16296,2,long,0.8571428571428571
16296,3,none,1
16296,3,short,1
16296,3,medium,1
16296,3,long,1
16298,1,none,1
16298,1,short,1
16298,1,medium,1
16298,1,long,1
16298,2,none,1
16298,2,short,1
16298,2,medium,1
16298,2,long,1
16298,3,none,1
16298,3,short,0.8571428571428571
16298,3,medium,1
16298,3,long,1
16299,1,none,1
16299,1,short,1
16299,1,medium,1
16299,1,long,1
16299,2,none,1
16299,2,short,1
16299,2,medium,1
16299,2,long,0.8571428571428571
16299,3,none,1
16299,3,short,0.8571428571428571
16299,3,medium,0.8571428571428571
16299,3,long,0.7142857142857143
16300,1,none,1
16300,1,short,0.7142857142857143
16300,1,medium,0.7142857142857143
16300,1,long,0.8571428571428571
16300,2,none,1
16300,2,short,0.8571428571428571
16300,2,medium,1
16300,2,long,0.8571428571428571
16300,3,none,1
16300,3,short,0.7142857142857143
16300,3,medium,1
16300,3,long,0.42857142857142855
16301,1,none,1
16301,1,short,1
16301,1,medium,1
16301,1,long,1
16301,2,none,1
16301,2,short,1
16301,2,medium,1
16301,2,long,1
16301,3,none,1
16301,3,short,1
16301,3,medium,1
16301,3,long,1
16304,1,none,1
16304,1,short,1
16304,1,medium,0.8571428571428571
16304,1,long,0.8571428571428571
16304,2,none,1
16304,2,short,1
16304,2,medium,1
16304,2,long,0.8571428571428571
16304,3,none,1
16304,3,short,0.42857142857142855
16304,3,medium,0.5714285714285714
16304,3,long,0.5714285714285714
16305,1,none,1
16305,1,short,1
16305,1,medium,1
16305,1,long,1
16305,2,none,1
16305,2,short,1
16305,2,medium,1
16305,2,long,1
16305,3,none,1
16305,3,short,1
16305,3,medium,0.8571428571428571
16305,3,long,0.8571428571428571
16306,1,none,0
16306,1,short,0.7142857142857143
16306,1,medium,0.42857142857142855
16306,1,long,0.8571428571428571
16306,2,none,1
16306,2,short,0.8571428571428571
16306,2,medium,0.5714285714285714
16306,2,long,0.5714285714285714
16306,3,none,1
16306,3,short,0.5714285714285714
16306,3,medium,0.7142857142857143
16306,3,long,0.7142857142857143
16307,1,none,1
16307,1,short,1
16307,1,medium,1
16307,1,long,0.8571428571428571
